,according,to,the,aaa,",",what,is,the,percentage,of,the,gas,stations,that,ran,out,of,gasoline,?
the,0.3202974498271942,0.535392165184021,1.0,0.17476393282413483,0.4933079481124878,0.42745697498321533,0.5823672413825989,1.0,0.2736506462097168,0.733189046382904,1.0,0.2339978665113449,0.24762700498104095,0.5473989248275757,0.28357353806495667,0.39404502511024475,0.733189046382904,0.1487564593553543,0.22068053483963013
american,0.11132238805294037,0.16338081657886505,0.24562937021255493,0.1546153426170349,0.3048616647720337,0.1909721940755844,0.1853146106004715,0.24562937021255493,0.1021198257803917,0.22180068492889404,0.24562937021255493,0.10662434995174408,0.12833601236343384,0.24748189747333527,0.1664045751094818,0.15954390168190002,0.22180068492889404,0.15822699666023254,0.18877598643302917
automobile,0.13431130349636078,0.14050820469856262,0.19456493854522705,0.18471728265285492,0.20926658809185028,0.1494080126285553,0.19851477444171906,0.19456493854522705,0.12847717106342316,0.20352987945079803,0.19456493854522705,0.24549534916877747,0.14455899596214294,0.14728589355945587,0.1398572474718094,0.10763251781463623,0.20352987945079803,0.4751960337162018,0.11581343412399292
association,0.07857970148324966,0.19401024281978607,0.26550325751304626,0.3180645704269409,0.19516262412071228,0.13908448815345764,0.23086927831172943,0.26550325751304626,0.210469588637352,0.2501356303691864,0.26550325751304626,0.0724758431315422,0.1643381416797638,0.16232246160507202,0.06498130410909653,0.07665683329105377,0.2501356303691864,0.047670770436525345,0.1542656421661377
reported,0.33541378378868103,0.20339804887771606,0.24444028735160828,0.06501477211713791,0.2771649956703186,0.16211873292922974,0.13764138519763947,0.24444028735160828,0.1494409590959549,0.23745855689048767,0.24444028735160828,0.13318686187267303,0.24557234346866608,0.2721617817878723,0.17695309221744537,0.2735123336315155,0.23745855689048767,0.1997460126876831,0.16150116920471191
that,0.29146862030029297,0.5436353087425232,0.5473989248275757,0.19110560417175293,0.4137537479400635,0.6297725439071655,0.3995479643344879,0.5473989248275757,0.3343636393547058,0.41498205065727234,0.5473989248275757,0.2489587664604187,0.2291857898235321,1.0,0.27365562319755554,0.43996092677116394,0.41498205065727234,0.20351538062095642,0.32716336846351624
in,0.29259276390075684,0.45010748505592346,0.6662389636039734,0.08440880477428436,0.5201468467712402,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.18874377012252808,0.5696388483047485,0.6662389636039734,0.20770272612571716,0.25864288210868835,0.435920387506485,0.2376149296760559,0.3576207756996155,0.5696388483047485,0.17248059809207916,0.20430970191955566
the,0.3202974498271942,0.535392165184021,1.0,0.17476393282413483,0.4933079481124878,0.42745697498321533,0.5823672413825989,1.0,0.2736506462097168,0.733189046382904,1.0,0.2339978665113449,0.24762700498104095,0.5473989248275757,0.28357353806495667,0.39404502511024475,0.733189046382904,0.1487564593553543,0.22068053483963013
last,0.16712309420108795,0.30156898498535156,0.3698786795139313,0.14389972388744354,0.29026782512664795,0.23175878822803497,0.2445172220468521,0.3698786795139313,0.28165674209594727,0.3052992522716522,0.3698786795139313,0.11537668108940125,0.12550053000450134,0.31652477383613586,0.18454605340957642,0.21300911903381348,0.3052992522716522,0.14360199868679047,0.22371746599674225
week,0.15367132425308228,0.27498435974121094,0.28402599692344666,0.13573305308818817,0.3187089264392853,0.2483774870634079,0.16986028850078583,0.28402599692344666,0.23932123184204102,0.17998629808425903,0.28402599692344666,0.13847169280052185,0.25406819581985474,0.29284077882766724,0.18039585649967194,0.24986295402050018,0.17998629808425903,0.20383532345294952,0.25105318427085876
of,0.3307822346687317,0.41548454761505127,0.733189046382904,0.13306361436843872,0.4946078956127167,0.33290785551071167,0.4854315221309662,0.733189046382904,0.24724560976028442,1.0,0.733189046382904,0.21246914565563202,0.20414425432682037,0.41498205065727234,0.21351689100265503,0.34176841378211975,1.0,0.14711549878120422,0.1826142966747284
february,0.13674327731132507,0.20325583219528198,0.26483774185180664,0.07184790819883347,0.43470194935798645,0.1913013905286789,0.26240548491477966,0.26483774185180664,0.11414477974176407,0.20366249978542328,0.26483774185180664,0.15139301121234894,0.12939108908176422,0.21832886338233948,0.19069351255893707,0.15939059853553772,0.20366249978542328,0.1389555037021637,0.29594847559928894
1974,-0.09268245100975037,0.018285049125552177,0.07901259511709213,-0.09608466178178787,0.06735701113939285,-0.05855642259120941,-0.0024547772482037544,0.07901259511709213,-0.10214544832706451,0.05920899659395218,0.07901259511709213,-0.08919534087181091,0.09860106557607651,-0.09647293388843536,0.07357273995876312,0.0025101518258452415,0.05920899659395218,-0.08390688896179199,-0.17742674052715302
",",0.3107093870639801,0.44245919585227966,0.4933079481124878,0.13678453862667084,1.0000001192092896,0.3087472915649414,0.4691906273365021,0.4933079481124878,0.21945469081401825,0.4946078956127167,0.4933079481124878,0.22298859059810638,0.26337406039237976,0.4137537479400635,0.22539734840393066,0.3161109685897827,0.4946078956127167,0.20517177879810333,0.31091248989105225
20,0.037564001977443695,-0.018198585137724876,-0.06418957561254501,-0.03423497453331947,0.02128993533551693,-0.036424171179533005,-0.04254214093089104,-0.06418957561254501,-0.047534406185150146,-0.0318976491689682,-0.06418957561254501,-0.01537645049393177,0.032219674438238144,-0.040625885128974915,-0.02102707326412201,-0.028575653210282326,-0.0318976491689682,-0.015581483952701092,0.11360422521829605
%,0.1994079053401947,0.18513022363185883,0.21490740776062012,0.1667495220899582,0.22757403552532196,0.20738190412521362,0.18672586977481842,0.21490740776062012,0.5639340281486511,0.19953428208827972,0.21490740776062012,0.20096376538276672,0.13861005008220673,0.19162102043628693,0.13691464066505432,0.23226797580718994,0.19953428208827972,0.26237887144088745,0.21441808342933655
of,0.3307822346687317,0.41548454761505127,0.733189046382904,0.13306361436843872,0.4946078956127167,0.33290785551071167,0.4854315221309662,0.733189046382904,0.24724560976028442,1.0,0.733189046382904,0.21246914565563202,0.20414425432682037,0.41498205065727234,0.21351689100265503,0.34176841378211975,1.0,0.14711549878120422,0.1826142966747284
american,0.11132238805294037,0.16338081657886505,0.24562937021255493,0.1546153426170349,0.3048616647720337,0.1909721940755844,0.1853146106004715,0.24562937021255493,0.1021198257803917,0.22180068492889404,0.24562937021255493,0.10662434995174408,0.12833601236343384,0.24748189747333527,0.1664045751094818,0.15954390168190002,0.22180068492889404,0.15822699666023254,0.18877598643302917
gasoline,0.14385806024074554,0.24100881814956665,0.1487564593553543,0.1838454306125641,0.20517177879810333,0.19107626378536224,0.14729821681976318,0.1487564593553543,0.2983064353466034,0.14711549878120422,0.1487564593553543,0.5631949305534363,0.32521405816078186,0.20351538062095642,0.2219531238079071,0.23472946882247925,0.14711549878120422,1.0000001192092896,0.1959114521741867
stations,0.13509096205234528,0.21700026094913483,0.24762700498104095,0.13325567543506622,0.26337406039237976,0.1621520221233368,0.2002124935388565,0.24762700498104095,0.19903969764709473,0.20414425432682037,0.24762700498104095,0.27128711342811584,1.0,0.2291857898235321,0.22098250687122345,0.17465728521347046,0.20414425432682037,0.32521405816078186,0.13192185759544373
had,0.3028804361820221,0.37984350323677063,0.3875846862792969,0.06349632889032364,0.35487717390060425,0.23849567770957947,0.2932159900665283,0.3875846862792969,0.17636419832706451,0.37755560874938965,0.3875846862792969,0.1605496108531952,0.2031255066394806,0.4407361149787903,0.36510762572288513,0.317210853099823,0.37755560874938965,0.17042839527130127,0.20728366076946259
no,0.18292589485645294,0.30015695095062256,0.3461136817932129,0.17515569925308228,0.29972612857818604,0.339326947927475,0.19581134617328644,0.3461136817932129,0.20540650188922882,0.24809792637825012,0.3461136817932129,0.15485994517803192,0.17976036667823792,0.41830796003341675,0.126958966255188,0.23585276305675507,0.24809792637825012,0.14157025516033173,0.32165053486824036
fuel,0.08889757841825485,0.20716820657253265,0.18534968793392181,0.20424959063529968,0.19458916783332825,0.1848171502351761,0.1733948439359665,0.18534968793392181,0.2778416872024536,0.18857792019844055,0.18534968793392181,0.4666910767555237,0.2770187556743622,0.2250998467206955,0.16532988846302032,0.2623853087425232,0.18857792019844055,0.6468654274940491,0.10583324730396271
.,0.29052162170410156,0.4645031690597534,0.5934505462646484,0.2142356038093567,0.6812511086463928,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.28866735100746155,0.5352458953857422,0.5934505462646484,0.24812045693397522,0.22839494049549103,0.4460422694683075,0.2478863000869751,0.34234723448753357,0.5352458953857422,0.24363358318805695,0.4130953550338745
