,what,creatures,were,the,most,popular,monsters,in,the,series,?
nation,0.21990635991096497,0.20292773842811584,0.18785551190376282,0.39486879110336304,0.25644150376319885,0.21821576356887817,0.09348803013563156,0.24983231723308563,0.39486879110336304,0.18171784281730652,0.17865248024463654
's,0.02692362666130066,0.12070426344871521,0.007088581565767527,-0.01540423184633255,0.024445664137601852,0.11900079250335693,0.06342542171478271,-0.037580832839012146,-0.01540423184633255,0.0006390819908119738,-0.023395681753754616
script,0.23662243783473969,0.22099623084068298,0.14033247530460358,0.21384064853191376,0.15202219784259796,0.1045566126704216,0.1642683446407318,0.17682331800460815,0.21384064853191376,0.14627748727798462,0.24144527316093445
became,0.1434093862771988,0.1263854205608368,0.45684126019477844,0.36325156688690186,0.3429205119609833,0.3909672796726227,0.10491200536489487,0.31047213077545166,0.36325156688690186,0.18320977687835693,0.11374033987522125
the,0.42745697498321533,0.26411399245262146,0.3906462490558624,1.0,0.47635307908058167,0.2724021077156067,0.23224876821041107,0.6662389636039734,1.0,0.31376904249191284,0.22068053483963013
second,0.19948028028011322,0.12272141128778458,0.17748267948627472,0.4620301127433777,0.2877694070339203,0.2617951035499573,0.1755056083202362,0.34510284662246704,0.4620301127433777,0.24665457010269165,0.17239587008953094
doctor,0.20870667695999146,0.23061616718769073,0.11412792652845383,0.2820442318916321,0.17011499404907227,0.11902014166116714,0.1809372454881668,0.25567495822906494,0.2820442318916321,0.2712797522544861,0.1462511420249939
who,0.40942975878715515,0.32673725485801697,0.3188014328479767,0.3733934462070465,0.35393568873405457,0.23977619409561157,0.2694486081600189,0.2792111933231354,0.3733934462070465,0.21484537422657013,0.26220351457595825
serial,0.1661187708377838,0.1617198884487152,0.1740032285451889,0.1900636851787567,0.15508754551410675,0.18093694746494293,0.15638810396194458,0.20157626271247864,0.1900636851787567,0.35013672709465027,0.15233060717582703
â€“,0.13008765876293182,0.11307723075151443,0.19957508146762848,0.2607575058937073,0.19322049617767334,0.11884160339832306,0.1320643573999405,0.23687128722667694,0.2607575058937073,0.21799004077911377,0.2714554965496063
the,0.42745697498321533,0.26411399245262146,0.3906462490558624,1.0,0.47635307908058167,0.2724021077156067,0.23224876821041107,0.6662389636039734,1.0,0.31376904249191284,0.22068053483963013
daleks,0.2009461522102356,0.4426287114620209,0.26682645082473755,0.3154934346675873,0.14800389111042023,0.11242332309484482,0.3497575521469116,0.2037806212902069,0.3154934346675873,0.37795311212539673,0.13693755865097046
(,0.2411840260028839,0.12949639558792114,0.14743882417678833,0.33289089798927307,0.20654040575027466,0.09267130494117737,0.15180927515029907,0.3087427020072937,0.33289089798927307,0.21145714819431305,0.40561532974243164
a.k.a,0.04612292721867561,-0.0038950482849031687,0.07494989782571793,0.19527588784694672,0.06086224690079689,0.1512659788131714,0.019617225974798203,0.23580528795719147,0.19527588784694672,0.11346438527107239,-0.001705298200249672
.,0.3567904531955719,0.2606484293937683,0.3378238379955292,0.5934505462646484,0.35404038429260254,0.2864297032356262,0.20127204060554504,0.5591574311256409,0.5934505462646484,0.3121925890445709,0.4130953550338745
,what,creatures,were,the,most,popular,monsters,in,the,series,?
the,0.42745697498321533,0.26411399245262146,0.3906462490558624,1.0,0.47635307908058167,0.2724021077156067,0.23224876821041107,0.6662389636039734,1.0,0.31376904249191284,0.22068053483963013
serial,0.1661187708377838,0.1617198884487152,0.1740032285451889,0.1900636851787567,0.15508754551410675,0.18093694746494293,0.15638810396194458,0.20157626271247864,0.1900636851787567,0.35013672709465027,0.15233060717582703
introduced,0.09417270123958588,0.1616223305463791,0.27468806505203247,0.242969810962677,0.17745475471019745,0.30027034878730774,0.18131887912750244,0.2614979147911072,0.242969810962677,0.22022710740566254,0.16386865079402924
the,0.42745697498321533,0.26411399245262146,0.3906462490558624,1.0,0.47635307908058167,0.2724021077156067,0.23224876821041107,0.6662389636039734,1.0,0.31376904249191284,0.22068053483963013
eponymous,0.20604997873306274,0.31907030940055847,0.2758616805076599,0.3006865978240967,0.2691555321216583,0.3124331831932068,0.31514909863471985,0.2878515124320984,0.3006865978240967,0.30519363284111023,0.166864812374115
aliens,0.2284616231918335,0.4723649024963379,0.23269078135490417,0.20274774730205536,0.18473468720912933,0.20813065767288208,0.4405992925167084,0.1319568157196045,0.20274774730205536,0.32506516575813293,0.1937696933746338
that,0.6297725439071655,0.35927632451057434,0.35517072677612305,0.5473989248275757,0.4497850239276886,0.2694941759109497,0.23376400768756866,0.435920387506485,0.5473989248275757,0.24595457315444946,0.32716336846351624
would,0.45766422152519226,0.20256152749061584,0.37426912784576416,0.4133751392364502,0.3177604079246521,0.1971614807844162,0.24500735104084015,0.30461156368255615,0.4133751392364502,0.17891567945480347,0.37178951501846313
become,0.27134042978286743,0.21683019399642944,0.28523334860801697,0.31731709837913513,0.3827710449695587,0.29701900482177734,0.12717416882514954,0.23238378763198853,0.31731709837913513,0.1698005050420761,0.19511328637599945
the,0.42745697498321533,0.26411399245262146,0.3906462490558624,1.0,0.47635307908058167,0.2724021077156067,0.23224876821041107,0.6662389636039734,1.0,0.31376904249191284,0.22068053483963013
series,0.17328087985515594,0.30687934160232544,0.264431357383728,0.31376904249191284,0.20793810486793518,0.2586348354816437,0.3040541708469391,0.2914260923862457,0.31376904249191284,1.0000001192092896,0.1709602326154709
',0.3245812654495239,0.17536385357379913,0.17108602821826935,0.474788099527359,0.2361016869544983,0.17724734544754028,0.13871222734451294,0.4158826768398285,0.474788099527359,0.22980502247810364,0.330942302942276
most,0.3219912350177765,0.27732977271080017,0.3543298542499542,0.47635307908058167,1.0,0.47782987356185913,0.1789618879556656,0.41416558623313904,0.47635307908058167,0.20793810486793518,0.2107497900724411
popular,0.186283677816391,0.18138855695724487,0.22666151821613312,0.2724021077156067,0.47782987356185913,1.0,0.08488746732473373,0.3157482445240021,0.2724021077156067,0.2586348354816437,0.13108457624912262
monsters,0.23024770617485046,0.5741620063781738,0.2535091042518616,0.23224876821041107,0.1789618879556656,0.08488746732473373,0.9999999403953552,0.18371059000492096,0.23224876821041107,0.3040541708469391,0.24649909138679504
",",0.3087472915649414,0.24357925355434418,0.36755475401878357,0.4933079481124878,0.3636029064655304,0.2819201350212097,0.23325014114379883,0.5201468467712402,0.4933079481124878,0.24060699343681335,0.31091248989105225
and,0.31309178471565247,0.3237453103065491,0.42175528407096863,0.5171257257461548,0.4309377074241638,0.3164171278476715,0.23373691737651825,0.4954058527946472,0.5171257257461548,0.26972857117652893,0.20544172823429108
was,0.22111038863658905,0.16887228190898895,0.590133786201477,0.48711544275283813,0.29933857917785645,0.2916531562805176,0.1857239156961441,0.45514053106307983,0.48711544275283813,0.2261398285627365,0.18412111699581146
responsible,0.26869386434555054,0.2050538957118988,0.2653166949748993,0.3305104374885559,0.2784361243247986,0.10599056631326675,0.15218189358711243,0.24309778213500977,0.3305104374885559,0.19044066965579987,0.11367333680391312
for,0.3017193675041199,0.21746401488780975,0.33592689037323,0.4739971458911896,0.3906237483024597,0.30736467242240906,0.20765408873558044,0.4322226941585541,0.4739971458911896,0.2715710699558258,0.264628142118454
the,0.42745697498321533,0.26411399245262146,0.3906462490558624,1.0,0.47635307908058167,0.2724021077156067,0.23224876821041107,0.6662389636039734,1.0,0.31376904249191284,0.22068053483963013
bbc,0.20634698867797852,0.1881030946969986,0.1384386122226715,0.2735401690006256,0.12601472437381744,0.2601413428783417,0.1530536711215973,0.22430340945720673,0.2735401690006256,0.31758952140808105,0.20556949079036713
's,0.02692362666130066,0.12070426344871521,0.007088581565767527,-0.01540423184633255,0.024445664137601852,0.11900079250335693,0.06342542171478271,-0.037580832839012146,-0.01540423184633255,0.0006390819908119738,-0.023395681753754616
first,0.28086137771606445,0.21094781160354614,0.3285558819770813,0.49448907375335693,0.34339818358421326,0.371572345495224,0.21680812537670135,0.4127444326877594,0.49448907375335693,0.3264976441860199,0.18701928853988647
merchandising,0.16450157761573792,0.2545074224472046,0.25214242935180664,0.25329211354255676,0.21854591369628906,0.2717965245246887,0.26736414432525635,0.22537891566753387,0.25329211354255676,0.29208025336265564,0.10847388952970505
boom,0.1418077051639557,0.16602548956871033,0.1534482091665268,0.21612322330474854,0.1441480815410614,0.19195769727230072,0.23351845145225525,0.23132365942001343,0.21612322330474854,0.21247178316116333,0.155099555850029
.,0.3567904531955719,0.2606484293937683,0.3378238379955292,0.5934505462646484,0.35404038429260254,0.2864297032356262,0.20127204060554504,0.5591574311256409,0.5934505462646484,0.3121925890445709,0.4130953550338745
