,what,was,the,name,of,the,serial,where,the,valeyard,appears,?
another,0.4190070629119873,0.34961897134780884,0.5019711852073669,0.29026278853416443,0.38147079944610596,0.5019711852073669,0.1969081163406372,0.42079871892929077,0.5019711852073669,0.24858242273330688,0.32027801871299744,0.295511931180954
example,0.3456268310546875,0.16563157737255096,0.3755223751068115,0.252185195684433,0.3570667505264282,0.3755223751068115,0.14225031435489655,0.3688216209411621,0.3755223751068115,0.17153014242649078,0.21757468581199646,0.30374911427497864
is,0.28837618231773376,0.5810302495956421,0.5823672413825989,0.3359788954257965,0.4854315221309662,0.5823672413825989,0.19110606610774994,0.3586711287498474,0.5823672413825989,0.26826012134552,0.3818005919456482,0.22961433231830597
from,0.2737620174884796,0.31171464920043945,0.40150508284568787,0.2635002136230469,0.4249346852302551,0.40150508284568787,0.07415053248405457,0.3713873624801636,0.40150508284568787,0.2405044585466385,0.1783447414636612,0.19969791173934937
the,0.42745697498321533,0.48711544275283813,1.0,0.3171212375164032,0.733189046382904,1.0,0.1900636851787567,0.5003893971443176,1.0,0.31993159651756287,0.3605367839336395,0.22068053483963013
1986,0.02868538349866867,0.030121389776468277,0.11024544388055801,0.1378210484981537,0.11842719465494156,0.11024544388055801,0.18354569375514984,-0.050981175154447556,0.11024544388055801,-0.01809103600680828,0.06628824025392532,0.14247135818004608
serial,0.1661187708377838,0.1941850334405899,0.1900636851787567,0.18481788039207458,0.17792607843875885,0.1900636851787567,0.9999999403953552,0.1336326152086258,0.1900636851787567,0.21729212999343872,0.14725598692893982,0.15233060717582703
the,0.42745697498321533,0.48711544275283813,1.0,0.3171212375164032,0.733189046382904,1.0,0.1900636851787567,0.5003893971443176,1.0,0.31993159651756287,0.3605367839336395,0.22068053483963013
trial,0.2327587604522705,0.2414487898349762,0.20843634009361267,0.13282594084739685,0.18292099237442017,0.20843634009361267,0.299207866191864,0.19960610568523407,0.20843634009361267,0.16962848603725433,0.15577229857444763,0.16902455687522888
of,0.33290785551071167,0.4069072902202606,0.733189046382904,0.24075818061828613,1.0,0.733189046382904,0.17792607843875885,0.38066378235816956,0.733189046382904,0.25672921538352966,0.24498145282268524,0.1826142966747284
a,0.3320399522781372,0.4508470594882965,0.5829201340675354,0.26421117782592773,0.5052502155303955,0.5829201340675354,0.23481066524982452,0.40997210144996643,0.5829201340675354,0.30818888545036316,0.34673067927360535,0.23916715383529663
time,0.36319252848625183,0.3641340136528015,0.43061500787734985,0.24374312162399292,0.35127586126327515,0.43061500787734985,0.2113647609949112,0.3538551926612854,0.43061500787734985,0.2511240839958191,0.25275370478630066,0.27391523122787476
lord,0.15077504515647888,0.19920654594898224,0.2489406019449234,0.218703955411911,0.20127125084400177,0.2489406019449234,0.08607479929924011,0.14689426124095917,0.2489406019449234,0.2856813371181488,0.20062021911144257,0.09544310718774796
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.23162682354450226,0.3149496018886566,0.4933079481124878,0.34452691674232483,0.27400943636894226,0.31091248989105225
where,0.4457937180995941,0.20731619000434875,0.5003893971443176,0.24663519859313965,0.38066378235816956,0.5003893971443176,0.1336326152086258,0.9999999403953552,0.5003893971443176,0.3179146945476532,0.2259809970855713,0.24793872237205505
michael,0.12049687653779984,0.2856155037879944,0.21768254041671753,0.11136803030967712,0.18215155601501465,0.21768254041671753,0.12746962904930115,0.12808361649513245,0.21768254041671753,0.2690536379814148,0.13683687150478363,0.0667748749256134
jayston,0.15044553577899933,0.23384295403957367,0.2558901906013489,0.17922504246234894,0.20781216025352478,0.2558901906013489,0.20306752622127533,0.2060207575559616,0.2558901906013489,0.4259389042854309,0.15476611256599426,0.1752304583787918
portrayed,0.15370509028434753,0.25768372416496277,0.2243347316980362,0.18025559186935425,0.22090104222297668,0.2243347316980362,0.22466304898262024,0.2091619074344635,0.2243347316980362,0.3028697967529297,0.34952259063720703,0.10189887881278992
the,0.42745697498321533,0.48711544275283813,1.0,0.3171212375164032,0.733189046382904,1.0,0.1900636851787567,0.5003893971443176,1.0,0.31993159651756287,0.3605367839336395,0.22068053483963013
valeyard,0.2207721322774887,0.3086189329624176,0.31993159651756287,0.2558625340461731,0.25672921538352966,0.31993159651756287,0.21729212999343872,0.3179146945476532,0.31993159651756287,1.0,0.17177750170230865,0.14485061168670654
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.23162682354450226,0.3149496018886566,0.4933079481124878,0.34452691674232483,0.27400943636894226,0.31091248989105225
who,0.40942975878715515,0.3318818509578705,0.3733934462070465,0.2027527540922165,0.2827862501144409,0.3733934462070465,0.1957370638847351,0.41804537177085876,0.3733934462070465,0.3029053509235382,0.23125708103179932,0.26220351457595825
is,0.28837618231773376,0.5810302495956421,0.5823672413825989,0.3359788954257965,0.4854315221309662,0.5823672413825989,0.19110606610774994,0.3586711287498474,0.5823672413825989,0.26826012134552,0.3818005919456482,0.22961433231830597
described,0.22590412199497223,0.2883506715297699,0.2878154516220093,0.1276085525751114,0.297532320022583,0.2878154516220093,0.11984235793352127,0.17175348103046417,0.2878154516220093,0.13160082697868347,0.3409578800201416,0.1374269425868988
as,0.31749409437179565,0.3677520453929901,0.48381632566452026,0.2851914167404175,0.3886612355709076,0.48381632566452026,0.2193138599395752,0.35409465432167053,0.48381632566452026,0.23754113912582397,0.31381309032440186,0.27043893933296204
an,0.2821882665157318,0.3694365322589874,0.4207492768764496,0.22033736109733582,0.32280945777893066,0.4207492768764496,0.19017787277698517,0.24824833869934082,0.4207492768764496,0.22610421478748322,0.23733548820018768,0.19793890416622162
amalgamation,0.24823671579360962,0.23670902848243713,0.3444547653198242,0.21138319373130798,0.37902340292930603,0.3444547653198242,0.14205020666122437,0.19026845693588257,0.3444547653198242,0.18803343176841736,0.10809491574764252,0.12149957567453384
of,0.33290785551071167,0.4069072902202606,0.733189046382904,0.24075818061828613,1.0,0.733189046382904,0.17792607843875885,0.38066378235816956,0.733189046382904,0.25672921538352966,0.24498145282268524,0.1826142966747284
the,0.42745697498321533,0.48711544275283813,1.0,0.3171212375164032,0.733189046382904,1.0,0.1900636851787567,0.5003893971443176,1.0,0.31993159651756287,0.3605367839336395,0.22068053483963013
darker,0.22355221211910248,0.1476200670003891,0.2918477952480316,0.16482463479042053,0.22669629752635956,0.2918477952480316,0.13794757425785065,0.18054771423339844,0.2918477952480316,0.13700544834136963,0.35618430376052856,0.13548153638839722
sides,0.2306775599718094,0.16849499940872192,0.3694373369216919,0.07474783062934875,0.2580065131187439,0.3694373369216919,0.11516347527503967,0.30278635025024414,0.3694373369216919,0.21271046996116638,0.2162470817565918,0.09230148047208786
of,0.33290785551071167,0.4069072902202606,0.733189046382904,0.24075818061828613,1.0,0.733189046382904,0.17792607843875885,0.38066378235816956,0.733189046382904,0.25672921538352966,0.24498145282268524,0.1826142966747284
the,0.42745697498321533,0.48711544275283813,1.0,0.3171212375164032,0.733189046382904,1.0,0.1900636851787567,0.5003893971443176,1.0,0.31993159651756287,0.3605367839336395,0.22068053483963013
doctor,0.20870667695999146,0.19672659039497375,0.2820442318916321,0.19494794309139252,0.16895952820777893,0.2820442318916321,0.2744404375553131,0.2602384388446808,0.2820442318916321,0.3001672327518463,0.22865623235702515,0.1462511420249939
's,0.02692362666130066,0.008974763564765453,-0.01540423184633255,0.08507627248764038,-0.03817026689648628,-0.01540423184633255,-0.024394268169999123,0.0007701900321990252,-0.01540423184633255,0.02244831807911396,-0.0009123976924456656,-0.023395681753754616
nature,0.2566179633140564,0.16693586111068726,0.19596898555755615,0.14030352234840393,0.22892364859580994,0.19596898555755615,0.11899831146001816,0.17503981292247772,0.19596898555755615,0.1629246026277542,0.1532241404056549,0.17397694289684296
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.23162682354450226,0.3149496018886566,0.4933079481124878,0.34452691674232483,0.27400943636894226,0.31091248989105225
somewhere,0.4753977358341217,0.17991819977760315,0.31683439016342163,0.20585894584655762,0.19648483395576477,0.31683439016342163,0.1054614782333374,0.47130653262138367,0.31683439016342163,0.3068595230579376,0.2924681305885315,0.4073143005371094
between,0.2462156116962433,0.24048170447349548,0.39067012071609497,0.09606724977493286,0.3737983703613281,0.39067012071609497,0.1837862879037857,0.38496607542037964,0.39067012071609497,0.1804952621459961,0.13781672716140747,0.12887074053287506
his,0.26976513862609863,0.4405253231525421,0.4394008219242096,0.1914493292570114,0.38364991545677185,0.4394008219242096,0.17258377373218536,0.29880598187446594,0.4394008219242096,0.34037715196609497,0.22810479998588562,0.18075084686279297
twelfth,0.15862415730953217,0.323978066444397,0.36835214495658875,0.19112762808799744,0.26390185952186584,0.36835214495658875,0.12548469007015228,0.15446101129055023,0.36835214495658875,0.2912997603416443,0.2841370701789856,0.07638096809387207
and,0.31309178471565247,0.3740963041782379,0.5171257257461548,0.21235932409763336,0.5116966962814331,0.5171257257461548,0.2598535418510437,0.43859338760375977,0.5171257257461548,0.32327917218208313,0.24003387987613678,0.20544172823429108
final,0.20972409844398499,0.23547481000423431,0.3543182611465454,0.1660548746585846,0.24563951790332794,0.3543182611465454,0.17132800817489624,0.24793905019760132,0.3543182611465454,0.19789306819438934,0.23155005276203156,0.17315025627613068
incarnation,0.2737259864807129,0.27158328890800476,0.3089248239994049,0.27889466285705566,0.28596875071525574,0.3089248239994049,0.15238462388515472,0.19722576439380646,0.3089248239994049,0.2832340896129608,0.32561782002449036,0.20495687425136566
.,0.3567904531955719,0.40146201848983765,0.5934505462646484,0.24737101793289185,0.5352458953857422,0.5934505462646484,0.2543811500072479,0.41390106081962585,0.5934505462646484,0.28922876715660095,0.2625799775123596,0.4130953550338745
