,which,doctor,returned,for,the,``,children,in,need,'',show,?
in,0.4840516746044159,0.25567495822906494,0.341925710439682,0.4322226941585541,0.6662389636039734,0.04765888676047325,0.2065156251192093,1.0,0.2129468470811844,0.07432962208986282,0.27595704793930054,0.20430970191955566
2007,-0.07080759108066559,-0.010231979191303253,-0.1831223964691162,-0.15897968411445618,-0.23657195270061493,0.041756823658943176,-0.18864202499389648,-0.2201838344335556,-0.06043655425310135,-0.002170342719182372,-0.09148336946964264,-0.1664225310087204
",",0.3658004403114319,0.20407600700855255,0.24382898211479187,0.4464869201183319,0.4933079481124878,0.09681109338998795,0.28531143069267273,0.5201468467712402,0.25983062386512756,-0.037358131259679794,0.31928569078445435,0.31091248989105225
peter,0.15755018591880798,0.1694607138633728,0.15614823997020721,0.1829002946615219,0.24086274206638336,-0.047846537083387375,0.19122213125228882,0.168073832988739,0.1408887803554535,0.002555171260610223,0.16543519496917725,0.11650477349758148
davison,0.15748091042041779,0.295285165309906,0.2638002336025238,0.2916252017021179,0.2947586476802826,-0.06962183862924576,0.2987476885318756,0.2759539783000946,0.14216716587543488,0.04008542001247406,0.24113860726356506,0.16515596210956573
returned,0.16953375935554504,0.2451178878545761,1.0,0.2675482928752899,0.32857778668403625,0.05045955628156662,0.15819652378559113,0.341925710439682,0.12745091319084167,0.03467629477381706,0.2268332540988922,0.07695316523313522
in,0.4840516746044159,0.25567495822906494,0.341925710439682,0.4322226941585541,0.6662389636039734,0.04765888676047325,0.2065156251192093,1.0,0.2129468470811844,0.07432962208986282,0.27595704793930054,0.20430970191955566
the,0.6521818041801453,0.2820442318916321,0.32857778668403625,0.4739971458911896,1.0,0.029072100296616554,0.15654058754444122,0.6662389636039734,0.2594960331916809,0.041273195296525955,0.319829523563385,0.22068053483963013
children,0.1595885455608368,0.2198420912027359,0.15819652378559113,0.19934585690498352,0.15654058754444122,-0.011867018416523933,1.0,0.2065156251192093,0.15174780786037445,-0.03183069825172424,0.24469324946403503,0.21788206696510315
in,0.4840516746044159,0.25567495822906494,0.341925710439682,0.4322226941585541,0.6662389636039734,0.04765888676047325,0.2065156251192093,1.0,0.2129468470811844,0.07432962208986282,0.27595704793930054,0.20430970191955566
need,0.3459008038043976,0.17474105954170227,0.12745091319084167,0.3668079972267151,0.2594960331916809,0.11774871498346329,0.15174780786037445,0.2129468470811844,0.9999999403953552,0.0717267096042633,0.2781631350517273,0.40413710474967957
short,0.3371328115463257,0.17571565508842468,0.1788565069437027,0.2793668806552887,0.29603123664855957,0.1354144811630249,0.17947427928447723,0.26193615794181824,0.21772357821464539,0.04482852667570114,0.2160138338804245,0.16194626688957214
``,0.05178012326359749,0.03718610852956772,0.05045955628156662,0.01270448137074709,0.029072100296616554,1.0,-0.011867018416523933,0.04765888676047325,0.11774871498346329,-0.09173435717821121,0.015512588433921337,0.0685480609536171
time,0.325231671333313,0.22827142477035522,0.31328001618385315,0.3992156386375427,0.43061500787734985,0.041467953473329544,0.13774947822093964,0.3431483507156372,0.30264461040496826,-0.01899585872888565,0.19633352756500244,0.27391523122787476
crash,0.16020245850086212,0.21303679049015045,0.19700467586517334,0.13132241368293762,0.22774840891361237,-0.04089120030403137,0.1676398515701294,0.21920917928218842,0.14263032376766205,-0.03710440918803215,0.1596914827823639,0.10927160084247589
'',-0.03332270681858063,0.06782495975494385,0.03467629477381706,-0.04479556903243065,0.041273195296525955,-0.09173435717821121,-0.03183069825172424,0.07432962208986282,0.0717267096042633,1.0,0.04856986179947853,0.018684765323996544
alongside,0.2401341050863266,0.18226948380470276,0.24655796587467194,0.2163233458995819,0.2475084811449051,-0.06505540013313293,0.18608710169792175,0.2767621576786041,0.11176261305809021,0.09977177530527115,0.278443843126297,0.20579710602760315
david,0.16383904218673706,0.2051917463541031,0.13856187462806702,0.20388762652873993,0.2237231284379959,-0.026856401935219765,0.24412801861763,0.17107756435871124,0.16650480031967163,0.0003145909868180752,0.19924119114875793,0.04158485680818558
tennant,0.19062386453151703,0.3680565059185028,0.23587298393249512,0.23485475778579712,0.28644976019859314,-0.04117332771420479,0.2307729721069336,0.3161557614803314,0.122993104159832,-0.002798298839479685,0.23978808522224426,0.09592169523239136
",",0.3658004403114319,0.20407600700855255,0.24382898211479187,0.4464869201183319,0.4933079481124878,0.09681109338998795,0.28531143069267273,0.5201468467712402,0.25983062386512756,-0.037358131259679794,0.31928569078445435,0.31091248989105225
and,0.506277859210968,0.21673844754695892,0.2844434380531311,0.5064792633056641,0.5171257257461548,0.036644238978624344,0.2624970078468323,0.4954058527946472,0.3223188817501068,0.021612688899040222,0.3455478549003601,0.20544172823429108
most,0.4637843072414398,0.17011499404907227,0.15741391479969025,0.3906237483024597,0.47635307908058167,0.08567854017019272,0.13911205530166626,0.41416558623313904,0.2803893983364105,0.01990530639886856,0.20260784029960632,0.2107497900724411
recently,0.36012446880340576,0.15290944278240204,0.2499912977218628,0.35907360911369324,0.2774651348590851,-0.043618880212306976,0.1947425752878189,0.32725074887275696,0.23973806202411652,-0.0013473447179421782,0.21614985167980194,0.18352322280406952
in,0.4840516746044159,0.25567495822906494,0.341925710439682,0.4322226941585541,0.6662389636039734,0.04765888676047325,0.2065156251192093,1.0,0.2129468470811844,0.07432962208986282,0.27595704793930054,0.20430970191955566
2013,-0.516688346862793,0.0035236324183642864,-0.12022645771503448,-0.2664349377155304,-0.38509321212768555,-0.03703688085079193,-0.12542787194252014,-0.2606481909751892,-0.4641130268573761,-0.027504753321409225,-0.2996995151042938,-0.2969330847263336
's,0.03856118768453598,0.031664930284023285,-0.04012485593557358,-0.07241261005401611,-0.01540423184633255,-0.03416389226913452,0.0160713829100132,-0.037580832839012146,-0.007236657664179802,-0.04859459400177002,6.513196422019973e-05,-0.023395681753754616
50th,0.12141840904951096,0.19160239398479462,0.08727438747882843,0.07924925535917282,0.19595111906528473,-0.0076248059049248695,0.048284418880939484,0.11835864186286926,0.055435776710510254,-0.03024963289499283,0.13593152165412903,0.004919986240565777
anniversary,0.23320475220680237,0.17330653965473175,0.22298502922058105,0.24768374860286713,0.29318708181381226,-0.07950975000858307,0.17320141196250916,0.25491592288017273,0.08300317823886871,-0.05068732053041458,0.20774516463279724,0.1981802135705948
special,0.3709421753883362,0.16843044757843018,0.14751295745372772,0.311454176902771,0.3027077615261078,0.013431590981781483,0.2189730703830719,0.2897285223007202,0.2620236575603485,0.03449471667408943,0.2602277398109436,0.29623302817344666
episode,0.23802484571933746,0.2940889000892639,0.20050649344921112,0.17981192469596863,0.25342556834220886,-0.035673100501298904,0.1691942811012268,0.19184806942939758,0.24052205681800842,-0.014759616926312447,0.49653249979019165,0.23978739976882935
",",0.3658004403114319,0.20407600700855255,0.24382898211479187,0.4464869201183319,0.4933079481124878,0.09681109338998795,0.28531143069267273,0.5201468467712402,0.25983062386512756,-0.037358131259679794,0.31928569078445435,0.31091248989105225
``,0.05178012326359749,0.03718610852956772,0.05045955628156662,0.01270448137074709,0.029072100296616554,1.0,-0.011867018416523933,0.04765888676047325,0.11774871498346329,-0.09173435717821121,0.015512588433921337,0.0685480609536171
the,0.6521818041801453,0.2820442318916321,0.32857778668403625,0.4739971458911896,1.0,0.029072100296616554,0.15654058754444122,0.6662389636039734,0.2594960331916809,0.041273195296525955,0.319829523563385,0.22068053483963013
day,0.2760511040687561,0.1563597172498703,0.21095876395702362,0.23720888793468475,0.3062323033809662,0.055084168910980225,0.19822785258293152,0.2671984136104584,0.20852795243263245,-0.024457471445202827,0.17508642375469208,0.2141837179660797
of,0.5011631846427917,0.16895952820777893,0.28002414107322693,0.4185989499092102,0.733189046382904,0.06780257821083069,0.1978350728750229,0.5696388483047485,0.24285943806171417,0.13035868108272552,0.21383242309093475,0.1826142966747284
the,0.6521818041801453,0.2820442318916321,0.32857778668403625,0.4739971458911896,1.0,0.029072100296616554,0.15654058754444122,0.6662389636039734,0.2594960331916809,0.041273195296525955,0.319829523563385,0.22068053483963013
doctor,0.19030126929283142,0.9999999403953552,0.2451178878545761,0.1556548923254013,0.2820442318916321,0.03718610852956772,0.2198420912027359,0.25567495822906494,0.17474105954170227,0.06782495975494385,0.2094513326883316,0.1462511420249939
'',-0.03332270681858063,0.06782495975494385,0.03467629477381706,-0.04479556903243065,0.041273195296525955,-0.09173435717821121,-0.03183069825172424,0.07432962208986282,0.0717267096042633,1.0,0.04856986179947853,0.018684765323996544
",",0.3658004403114319,0.20407600700855255,0.24382898211479187,0.4464869201183319,0.4933079481124878,0.09681109338998795,0.28531143069267273,0.5201468467712402,0.25983062386512756,-0.037358131259679794,0.31928569078445435,0.31091248989105225
david,0.16383904218673706,0.2051917463541031,0.13856187462806702,0.20388762652873993,0.2237231284379959,-0.026856401935219765,0.24412801861763,0.17107756435871124,0.16650480031967163,0.0003145909868180752,0.19924119114875793,0.04158485680818558
tennant,0.19062386453151703,0.3680565059185028,0.23587298393249512,0.23485475778579712,0.28644976019859314,-0.04117332771420479,0.2307729721069336,0.3161557614803314,0.122993104159832,-0.002798298839479685,0.23978808522224426,0.09592169523239136
's,0.03856118768453598,0.031664930284023285,-0.04012485593557358,-0.07241261005401611,-0.01540423184633255,-0.03416389226913452,0.0160713829100132,-0.037580832839012146,-0.007236657664179802,-0.04859459400177002,6.513196422019973e-05,-0.023395681753754616
tenth,0.21934810280799866,0.2886979281902313,0.1994072049856186,0.19100718200206757,0.3562787175178528,0.019537804648280144,0.10591325163841248,0.2567424476146698,0.14654138684272766,0.006124818231910467,0.20255932211875916,0.07833222299814224
doctor,0.19030126929283142,0.9999999403953552,0.2451178878545761,0.1556548923254013,0.2820442318916321,0.03718610852956772,0.2198420912027359,0.25567495822906494,0.17474105954170227,0.06782495975494385,0.2094513326883316,0.1462511420249939
appeared,0.21686145663261414,0.23563694953918457,0.33718737959861755,0.2528862953186035,0.30265679955482483,-0.055894434452056885,0.17156876623630524,0.31264984607696533,0.20964668691158295,0.043348293751478195,0.42332136631011963,0.1384376585483551
alongside,0.2401341050863266,0.18226948380470276,0.24655796587467194,0.2163233458995819,0.2475084811449051,-0.06505540013313293,0.18608710169792175,0.2767621576786041,0.11176261305809021,0.09977177530527115,0.278443843126297,0.20579710602760315
matt,0.16438937187194824,0.195547953248024,0.22621697187423706,0.1864968091249466,0.18786512315273285,-0.004770312458276749,0.08456528186798096,0.14907358586788177,0.13899113237857819,0.04039350524544716,0.22293683886528015,0.11641338467597961
smith,0.19293668866157532,0.2512682378292084,0.21019001305103302,0.22693631052970886,0.24611686170101166,-0.039764564484357834,0.2544257342815399,0.20223411917686462,0.1773088127374649,0.04092414304614067,0.23970526456832886,0.21930724382400513
as,0.41006597876548767,0.17422905564308167,0.2330649346113205,0.44774648547172546,0.48381632566452026,0.03910288214683533,0.17233875393867493,0.3887844979763031,0.29526448249816895,0.006628023460507393,0.30768129229545593,0.27043893933296204
the,0.6521818041801453,0.2820442318916321,0.32857778668403625,0.4739971458911896,1.0,0.029072100296616554,0.15654058754444122,0.6662389636039734,0.2594960331916809,0.041273195296525955,0.319829523563385,0.22068053483963013
eleventh,0.23803870379924774,0.2803051173686981,0.1875065118074417,0.21109677851200104,0.3663412928581238,0.0112016461789608,0.16849841177463531,0.29234778881073,0.11459280550479889,-0.05912568047642708,0.23606626689434052,0.0976005420088768
doctor,0.19030126929283142,0.9999999403953552,0.2451178878545761,0.1556548923254013,0.2820442318916321,0.03718610852956772,0.2198420912027359,0.25567495822906494,0.17474105954170227,0.06782495975494385,0.2094513326883316,0.1462511420249939
and,0.506277859210968,0.21673844754695892,0.2844434380531311,0.5064792633056641,0.5171257257461548,0.036644238978624344,0.2624970078468323,0.4954058527946472,0.3223188817501068,0.021612688899040222,0.3455478549003601,0.20544172823429108
john,0.20415355265140533,0.2020767480134964,0.19381780922412872,0.22649751603603363,0.2230520099401474,0.011006556451320648,0.20183706283569336,0.22177861630916595,0.16716551780700684,0.00810936652123928,0.13126613199710846,0.13162356615066528
hurt,0.23650342226028442,0.2339186668395996,0.17423060536384583,0.22752274572849274,0.19650967419147491,0.03185775876045227,0.18807852268218994,0.18775756657123566,0.2999977767467499,-0.08821690827608109,0.19343602657318115,0.23186244070529938
as,0.41006597876548767,0.17422905564308167,0.2330649346113205,0.44774648547172546,0.48381632566452026,0.03910288214683533,0.17233875393867493,0.3887844979763031,0.29526448249816895,0.006628023460507393,0.30768129229545593,0.27043893933296204
the,0.6521818041801453,0.2820442318916321,0.32857778668403625,0.4739971458911896,1.0,0.029072100296616554,0.15654058754444122,0.6662389636039734,0.2594960331916809,0.041273195296525955,0.319829523563385,0.22068053483963013
war,0.2244700789451599,0.17948800325393677,0.25313737988471985,0.22632956504821777,0.366199791431427,0.02770489826798439,0.16613677144050598,0.29904094338417053,0.16511668264865875,-0.04993505775928497,0.13999536633491516,0.15510529279708862
doctor,0.19030126929283142,0.9999999403953552,0.2451178878545761,0.1556548923254013,0.2820442318916321,0.03718610852956772,0.2198420912027359,0.25567495822906494,0.17474105954170227,0.06782495975494385,0.2094513326883316,0.1462511420249939
",",0.3658004403114319,0.20407600700855255,0.24382898211479187,0.4464869201183319,0.4933079481124878,0.09681109338998795,0.28531143069267273,0.5201468467712402,0.25983062386512756,-0.037358131259679794,0.31928569078445435,0.31091248989105225
as,0.41006597876548767,0.17422905564308167,0.2330649346113205,0.44774648547172546,0.48381632566452026,0.03910288214683533,0.17233875393867493,0.3887844979763031,0.29526448249816895,0.006628023460507393,0.30768129229545593,0.27043893933296204
well,0.42522135376930237,0.1410580575466156,0.25742340087890625,0.46352139115333557,0.42630070447921753,0.01762915775179863,0.17928700149059296,0.36612698435783386,0.39081257581710815,0.0931968167424202,0.2877497673034668,0.24815571308135986
as,0.41006597876548767,0.17422905564308167,0.2330649346113205,0.44774648547172546,0.48381632566452026,0.03910288214683533,0.17233875393867493,0.3887844979763031,0.29526448249816895,0.006628023460507393,0.30768129229545593,0.27043893933296204
brief,0.21581833064556122,0.12859944999217987,0.24704405665397644,0.2428721934556961,0.2810760736465454,-0.0039010795298963785,0.11756893247365952,0.2581375539302826,0.1420174390077591,-0.04481573775410652,0.22554299235343933,0.1868450790643692
footage,0.2583666145801544,0.161830872297287,0.20556725561618805,0.20961812138557434,0.26520875096321106,-0.15582644939422607,0.13449665904045105,0.17647458612918854,0.1354798674583435,0.008340545929968357,0.31410378217697144,0.1589086651802063
from,0.38755592703819275,0.15658842027187347,0.25394386053085327,0.314039945602417,0.40150508284568787,0.02677825279533863,0.17079515755176544,0.4274188280105591,0.23362553119659424,-0.011389154009521008,0.2004580795764923,0.19969791173934937
all,0.50777268409729,0.14317180216312408,0.22177745401859283,0.41144001483917236,0.4860881567001343,0.0555710643529892,0.16303220391273499,0.3335905969142914,0.3924550414085388,-0.05933554098010063,0.2571442127227783,0.29575422406196594
of,0.5011631846427917,0.16895952820777893,0.28002414107322693,0.4185989499092102,0.733189046382904,0.06780257821083069,0.1978350728750229,0.5696388483047485,0.24285943806171417,0.13035868108272552,0.21383242309093475,0.1826142966747284
the,0.6521818041801453,0.2820442318916321,0.32857778668403625,0.4739971458911896,1.0,0.029072100296616554,0.15654058754444122,0.6662389636039734,0.2594960331916809,0.041273195296525955,0.319829523563385,0.22068053483963013
previous,0.33736780285835266,0.07534868270158768,0.22946153581142426,0.27794817090034485,0.34706559777259827,-0.0010520428186282516,0.1720622181892395,0.2318485975265503,0.16440646350383759,0.04656168445944786,0.26714929938316345,0.16724538803100586
actors,0.18889962136745453,0.14469687640666962,0.12424445152282715,0.25254231691360474,0.27470633387565613,-0.011493654921650887,0.21585200726985931,0.18698661029338837,0.16187036037445068,0.01478344202041626,0.23919923603534698,0.16258424520492554
.,0.45942068099975586,0.22361043095588684,0.22617055475711823,0.4726039469242096,0.5934505462646484,0.05720457062125206,0.26089367270469666,0.5591574311256409,0.26852357387542725,-0.07181349396705627,0.3016606271266937,0.4130953550338745
