,what,organization,is,john,schmitt,and,ben,zipperer,members,of,?
john,0.18237407505512238,0.1363949030637741,0.16449548304080963,1.0000001192092896,0.2811048924922943,0.21634717285633087,0.3494240641593933,0.2179863601922989,0.15279202163219452,0.2407056987285614,0.13162356615066528
schmitt,0.11011455953121185,0.16191530227661133,0.15223990380764008,0.2811048924922943,0.9999998807907104,0.28049904108047485,0.2450004369020462,0.33519551157951355,0.18448834121227264,0.1329336315393448,0.14845654368400574
and,0.31309178471565247,0.21951423585414886,0.3859752118587494,0.21634717285633087,0.28049904108047485,1.0,0.22520434856414795,0.2766658067703247,0.2994427978992462,0.5116966962814331,0.20544172823429108
ben,0.16106489300727844,0.11959400773048401,0.17603172361850739,0.3494240641593933,0.2450004369020462,0.22520434856414795,1.0000001192092896,0.2191341370344162,0.14348511397838593,0.14767752587795258,0.22201596200466156
zipperer,0.18937762081623077,0.14048069715499878,0.24746310710906982,0.2179863601922989,0.33519551157951355,0.2766658067703247,0.2191341370344162,1.0,0.15536709129810333,0.2268097996711731,0.1936381757259369
(,0.2411840260028839,0.1716907024383545,0.35393038392066956,0.21336311101913452,0.24798175692558289,0.4862271547317505,0.17659667134284973,0.2442450076341629,0.17843009531497955,0.35032153129577637,0.40561532974243164
2006,-0.0008085015579126775,0.02953280508518219,0.07398132234811783,-0.0700293704867363,-0.14871101081371307,-0.03637295588850975,-0.06646721810102463,-0.0296862181276083,0.056921523064374924,0.10009169578552246,-0.1194092258810997
),0.26259949803352356,0.19336465001106262,0.37732169032096863,0.22096103429794312,0.24194583296775818,0.4961937665939331,0.18675778806209564,0.24719907343387604,0.1808496117591858,0.3680361211299896,0.42300865054130554
of,0.33290785551071167,0.25438958406448364,0.4854315221309662,0.2407056987285614,0.1329336315393448,0.5116966962814331,0.14767752587795258,0.2268097996711731,0.28120753169059753,1.0,0.1826142966747284
the,0.42745697498321533,0.311172217130661,0.5823672413825989,0.2230520099401474,0.21766848862171173,0.5171257257461548,0.17335548996925354,0.2675034701824188,0.3321719169616699,0.733189046382904,0.22068053483963013
cepr,0.0985657274723053,0.16803203523159027,0.14056122303009033,0.2578504979610443,0.2483067810535431,0.1962081342935562,0.16644960641860962,0.27015015482902527,0.07959400117397308,0.15543855726718903,0.308832585811615
point,0.3286605179309845,0.09701003134250641,0.29601794481277466,0.121251679956913,0.06896612793207169,0.23319636285305023,0.20739249885082245,0.1674203872680664,0.04362448304891586,0.269877165555954,0.19189560413360596
to,0.455847829580307,0.26166829466819763,0.42745086550712585,0.2070634365081787,0.1925673484802246,0.48971283435821533,0.19996879994869232,0.23082011938095093,0.26617446541786194,0.41548454761505127,0.29463258385658264
economic,0.18082544207572937,0.2755874991416931,0.21102669835090637,0.12788501381874084,0.14521147310733795,0.2707010805606842,0.1253630816936493,0.17029812932014465,0.17675451934337616,0.3030148148536682,0.1206481084227562
liberalism,0.274588406085968,0.2691127359867096,0.15559665858745575,0.24640575051307678,0.1914529651403427,0.21258534491062164,0.16176918148994446,0.22843539714813232,0.18674632906913757,0.24032530188560486,0.17654304206371307
and,0.31309178471565247,0.21951423585414886,0.3859752118587494,0.21634717285633087,0.28049904108047485,1.0,0.22520434856414795,0.2766658067703247,0.2994427978992462,0.5116966962814331,0.20544172823429108
the,0.42745697498321533,0.311172217130661,0.5823672413825989,0.2230520099401474,0.21766848862171173,0.5171257257461548,0.17335548996925354,0.2675034701824188,0.3321719169616699,0.733189046382904,0.22068053483963013
reduction,0.19884426891803741,0.2268565595149994,0.2509012222290039,0.11954458802938461,0.16112257540225983,0.23248422145843506,0.02959350124001503,0.16894137859344482,0.10306253284215927,0.2803387939929962,0.1612403839826584
of,0.33290785551071167,0.25438958406448364,0.4854315221309662,0.2407056987285614,0.1329336315393448,0.5116966962814331,0.14767752587795258,0.2268097996711731,0.28120753169059753,1.0,0.1826142966747284
business,0.21758167445659637,0.340790331363678,0.19332653284072876,0.1971954107284546,0.1436145007610321,0.33353009819984436,0.17149697244167328,0.2442629337310791,0.18729612231254578,0.23985227942466736,0.1545659303665161
regulation,0.24804432690143585,0.3351636826992035,0.21940994262695312,0.12323574721813202,0.20281587541103363,0.2633853554725647,0.06077544763684273,0.2524685561656952,0.15693680942058563,0.2660454213619232,0.1690916270017624
along,0.22421957552433014,0.13588343560695648,0.23571021854877472,0.13348917663097382,0.18786053359508514,0.4213258922100067,0.12264031171798706,0.1334754228591919,0.2168966680765152,0.34889817237854004,0.17134909331798553
with,0.2464839518070221,0.20152391493320465,0.3250955045223236,0.1736196130514145,0.22930575907230377,0.5477725267410278,0.17965225875377655,0.22688250243663788,0.2579888701438904,0.41827285289764404,0.2433311939239502
the,0.42745697498321533,0.311172217130661,0.5823672413825989,0.2230520099401474,0.21766848862171173,0.5171257257461548,0.17335548996925354,0.2675034701824188,0.3321719169616699,0.733189046382904,0.22068053483963013
decline,0.2257683128118515,0.11702592670917511,0.12723320722579956,0.11615646630525589,0.09323986619710922,0.2899770438671112,0.06839298456907272,0.14204277098178864,0.14232377707958221,0.20493058860301971,0.131937175989151
of,0.33290785551071167,0.25438958406448364,0.4854315221309662,0.2407056987285614,0.1329336315393448,0.5116966962814331,0.14767752587795258,0.2268097996711731,0.28120753169059753,1.0,0.1826142966747284
union,0.1396910548210144,0.28137990832328796,0.16997112333774567,0.1931391954421997,0.18412698805332184,0.2594362497329712,0.08634980022907257,0.12453041225671768,0.21367232501506805,0.2642118036746979,0.07797172665596008
membership,0.2070973664522171,0.41820934414863586,0.1935994029045105,0.1311069279909134,0.11405153572559357,0.25889134407043457,0.14127464592456818,0.15745404362678528,0.6917017698287964,0.26808464527130127,0.15225854516029358
as,0.31749409437179565,0.24784187972545624,0.43216490745544434,0.1664888858795166,0.20936590433120728,0.49487000703811646,0.19126667082309723,0.23547877371311188,0.21428564190864563,0.3886612355709076,0.27043893933296204
one,0.376489520072937,0.20385435223579407,0.4544198513031006,0.16914118826389313,0.1882818043231964,0.42438167333602905,0.22561776638031006,0.2444368451833725,0.2710629403591156,0.4999135136604309,0.2673267424106598
of,0.33290785551071167,0.25438958406448364,0.4854315221309662,0.2407056987285614,0.1329336315393448,0.5116966962814331,0.14767752587795258,0.2268097996711731,0.28120753169059753,1.0,0.1826142966747284
the,0.42745697498321533,0.311172217130661,0.5823672413825989,0.2230520099401474,0.21766848862171173,0.5171257257461548,0.17335548996925354,0.2675034701824188,0.3321719169616699,0.733189046382904,0.22068053483963013
causes,0.1426164209842682,0.14400917291641235,0.3009743392467499,0.09041206538677216,0.13802306354045868,0.2964467406272888,0.11999960988759995,0.1960866004228592,0.09735608845949173,0.2544642984867096,0.19991323351860046
of,0.33290785551071167,0.25438958406448364,0.4854315221309662,0.2407056987285614,0.1329336315393448,0.5116966962814331,0.14767752587795258,0.2268097996711731,0.28120753169059753,1.0,0.1826142966747284
economic,0.18082544207572937,0.2755874991416931,0.21102669835090637,0.12788501381874084,0.14521147310733795,0.2707010805606842,0.1253630816936493,0.17029812932014465,0.17675451934337616,0.3030148148536682,0.1206481084227562
inequality,0.30072227120399475,0.34309840202331543,0.1953488290309906,0.1633816957473755,0.1207023561000824,0.2590520679950714,0.12754668295383453,0.1933320313692093,0.19234226644039154,0.27910974621772766,0.23619021475315094
.,0.3567904531955719,0.20656518638134003,0.4569662809371948,0.26428887248039246,0.24984723329544067,0.588965117931366,0.1963200569152832,0.31091010570526123,0.21119362115859985,0.5352458953857422,0.4130953550338745
